"pay_month","user_id","game_name","total_revenue","new_paid_users","new_mrr","churned_users","churned_revenue","expansion_mrr","contraction_revenue","back_from_churt_revenue","previous_paid_month","pervious_month","language","has_older_device_model","age"
2022-10-01,RiIlY436bXNX8MIW9vUaAQ==,game 3,23.52,,,,23.52,,-55.56,,2022-09-01,2022-09-01,uk,true,18
2022-12-01,RiIlY436bXNX8MIW9vUaAQ==,game 3,48.75,,,RiIlY436bXNX8MIW9vUaAQ==,,,,48.75,2022-10-01,2022-11-01,uk,true,18
2022-11-01,rJEGPACDdmHAmCCp5+QRRw==,game 3,17.13,rJEGPACDdmHAmCCp5+QRRw==,17.13,,,,,,,2022-10-01,uk,true,20
2022-12-01,rJEGPACDdmHAmCCp5+QRRw==,game 3,66.99,,,rJEGPACDdmHAmCCp5+QRRw==,,49.86,,,2022-11-01,2022-11-01,uk,true,20
2022-08-01,RoTHCVmIeMQXudXxn3ykNw==,game 3,43.62,RoTHCVmIeMQXudXxn3ykNw==,43.62,,,,,,,2022-07-01,uk,false,21
2022-09-01,RoTHCVmIeMQXudXxn3ykNw==,game 3,35.55,,,,,,-8.07,,2022-08-01,2022-08-01,uk,false,21
2022-10-01,RoTHCVmIeMQXudXxn3ykNw==,game 3,32.85,,,RoTHCVmIeMQXudXxn3ykNw==,,,-2.70,,2022-09-01,2022-09-01,uk,false,21
2022-05-01,RQBsCvxlogTNUidSygqgcQ==,game 3,12.18,RQBsCvxlogTNUidSygqgcQ==,12.18,,,,,,,2022-04-01,uk,false,28
2022-06-01,RQBsCvxlogTNUidSygqgcQ==,game 3,17.07,,,,,4.89,,,2022-05-01,2022-05-01,uk,false,28
2022-07-01,RQBsCvxlogTNUidSygqgcQ==,game 3,29.34,,,,,12.27,,,2022-06-01,2022-06-01,uk,false,28
2022-08-01,RQBsCvxlogTNUidSygqgcQ==,game 3,55.92,,,,,26.58,,,2022-07-01,2022-07-01,uk,false,28
2022-09-01,RQBsCvxlogTNUidSygqgcQ==,game 3,45.39,,,,45.39,,-10.53,,2022-08-01,2022-08-01,uk,false,28
2022-11-01,RQBsCvxlogTNUidSygqgcQ==,game 3,41.70,,,RQBsCvxlogTNUidSygqgcQ==,,,,41.70,2022-09-01,2022-10-01,uk,false,28
2022-06-01,RsmjZqhi61Kd7U5ihaXhDw==,game 3,68.58,RsmjZqhi61Kd7U5ihaXhDw==,68.58,,68.58,,,,,2022-05-01,uk,false,30
2022-09-01,RsmjZqhi61Kd7U5ihaXhDw==,game 3,20.07,,,,20.07,,,20.07,2022-06-01,2022-08-01,uk,false,30
2022-11-01,RsmjZqhi61Kd7U5ihaXhDw==,game 3,17.94,,,,,,,17.94,2022-09-01,2022-10-01,uk,false,30
2022-12-01,RsmjZqhi61Kd7U5ihaXhDw==,game 3,12.6,,,RsmjZqhi61Kd7U5ihaXhDw==,,,-5.34,,2022-11-01,2022-11-01,uk,false,30
2022-08-01,RUjQVs2C+H0ejG0h7x1f5A==,game 3,59.88,RUjQVs2C+H0ejG0h7x1f5A==,59.88,RUjQVs2C+H0ejG0h7x1f5A==,,,,,,2022-07-01,uk,false,22
2022-06-01,rw8yxS9+t5PvgINa7EhMvQ==,game 3,49.92,rw8yxS9+t5PvgINa7EhMvQ==,49.92,,,,,,,2022-05-01,uk,true,18
2022-07-01,rw8yxS9+t5PvgINa7EhMvQ==,game 3,72.45,,,,,22.53,,,2022-06-01,2022-06-01,uk,true,18
2022-08-01,rw8yxS9+t5PvgINa7EhMvQ==,game 3,42.51,,,,,,-29.94,,2022-07-01,2022-07-01,uk,true,18
2022-09-01,rw8yxS9+t5PvgINa7EhMvQ==,game 3,103.62,,,,103.62,61.11,,,2022-08-01,2022-08-01,uk,true,18
2022-12-01,rw8yxS9+t5PvgINa7EhMvQ==,game 3,62.79,,,rw8yxS9+t5PvgINa7EhMvQ==,,,,62.79,2022-09-01,2022-11-01,uk,true,18
2022-05-01,RwtKwrRSrVpyAMRaDyhr8g==,game 3,24.06,RwtKwrRSrVpyAMRaDyhr8g==,24.06,,,,,,,2022-04-01,uk,false,44
2022-06-01,RwtKwrRSrVpyAMRaDyhr8g==,game 3,63.78,,,,63.78,39.72,,,2022-05-01,2022-05-01,uk,false,44
2022-09-01,RwtKwrRSrVpyAMRaDyhr8g==,game 3,15.21,,,,,,,15.21,2022-06-01,2022-08-01,uk,false,44
2022-10-01,RwtKwrRSrVpyAMRaDyhr8g==,game 3,34.44,,,,34.44,19.23,,,2022-09-01,2022-09-01,uk,false,44
2022-12-01,RwtKwrRSrVpyAMRaDyhr8g==,game 3,22.14,,,RwtKwrRSrVpyAMRaDyhr8g==,,,,22.14,2022-10-01,2022-11-01,uk,false,44
2022-10-01,S0TSw0AJ4KdmgXzAzX0p5Q==,game 3,19.29,S0TSw0AJ4KdmgXzAzX0p5Q==,19.29,,19.29,,,,,2022-09-01,uk,false,23
2022-12-01,S0TSw0AJ4KdmgXzAzX0p5Q==,game 3,34.41,,,S0TSw0AJ4KdmgXzAzX0p5Q==,,,,34.41,2022-10-01,2022-11-01,uk,false,23
2022-03-01,s27V1tbCAysovKSY1XcdWQ==,game 3,22.95,s27V1tbCAysovKSY1XcdWQ==,22.95,,,,,,,2022-02-01,uk,false,34
2022-04-01,s27V1tbCAysovKSY1XcdWQ==,game 3,39.48,,,,,16.53,,,2022-03-01,2022-03-01,uk,false,34
2022-05-01,s27V1tbCAysovKSY1XcdWQ==,game 3,12.15,,,,12.15,,-27.33,,2022-04-01,2022-04-01,uk,false,34
2022-07-01,s27V1tbCAysovKSY1XcdWQ==,game 3,13.56,,,s27V1tbCAysovKSY1XcdWQ==,,,,13.56,2022-05-01,2022-06-01,uk,false,34
2022-05-01,S+4OKFlwA3L8VcjOt8TurA==,game 3,15.24,S+4OKFlwA3L8VcjOt8TurA==,15.24,,,,,,,2022-04-01,uk,false,29
2022-06-01,S+4OKFlwA3L8VcjOt8TurA==,game 3,29.16,,,,,13.92,,,2022-05-01,2022-05-01,uk,false,29
2022-07-01,S+4OKFlwA3L8VcjOt8TurA==,game 3,19.98,,,S+4OKFlwA3L8VcjOt8TurA==,,,-9.18,,2022-06-01,2022-06-01,uk,false,29
2022-06-01,sCKPcG1GIuOo593nRuu1Cw==,game 3,61.11,sCKPcG1GIuOo593nRuu1Cw==,61.11,,61.11,,,,,2022-05-01,uk,false,25
2022-11-01,sCKPcG1GIuOo593nRuu1Cw==,game 3,60.93,,,,,,,60.93,2022-06-01,2022-10-01,uk,false,25
2022-12-01,sCKPcG1GIuOo593nRuu1Cw==,game 3,135.24,,,sCKPcG1GIuOo593nRuu1Cw==,,74.31,,,2022-11-01,2022-11-01,uk,false,25
2022-04-01,ShEJVi+TtuQlvdw2uetd/Q==,game 3,131.97,ShEJVi+TtuQlvdw2uetd/Q==,131.97,,,,,,,2022-03-01,uk,false,22
2022-05-01,ShEJVi+TtuQlvdw2uetd/Q==,game 3,27.87,,,,,,-104.10,,2022-04-01,2022-04-01,uk,false,22
2022-06-01,ShEJVi+TtuQlvdw2uetd/Q==,game 3,32.13,,,ShEJVi+TtuQlvdw2uetd/Q==,,4.26,,,2022-05-01,2022-05-01,uk,false,22
2022-08-01,sQqTFx1o31w2foAIr2LKNw==,game 3,35.79,sQqTFx1o31w2foAIr2LKNw==,35.79,,,,,,,2022-07-01,uk,false,32
2022-09-01,sQqTFx1o31w2foAIr2LKNw==,game 3,49.74,,,,,13.95,,,2022-08-01,2022-08-01,uk,false,32
2022-10-01,sQqTFx1o31w2foAIr2LKNw==,game 3,16.86,,,,16.86,,-32.88,,2022-09-01,2022-09-01,uk,false,32
2022-12-01,sQqTFx1o31w2foAIr2LKNw==,game 3,13.62,,,sQqTFx1o31w2foAIr2LKNw==,,,,13.62,2022-10-01,2022-11-01,uk,false,32
2022-10-01,sthXYk64G/Zkc+7xA3xUbw==,game 2,47.46,sthXYk64G/Zkc+7xA3xUbw==,47.46,sthXYk64G/Zkc+7xA3xUbw==,,,,,,2022-09-01,uk,false,21
2022-08-01,SwiAKdzn0b+A4XegM5x0Hw==,game 3,12.09,SwiAKdzn0b+A4XegM5x0Hw==,12.09,,,,,,,2022-07-01,uk,false,16
2022-09-01,SwiAKdzn0b+A4XegM5x0Hw==,game 3,42.27,,,,,30.18,,,2022-08-01,2022-08-01,uk,false,16
2022-10-01,SwiAKdzn0b+A4XegM5x0Hw==,game 3,42.03,,,,,,-0.24,,2022-09-01,2022-09-01,uk,false,16
2022-11-01,SwiAKdzn0b+A4XegM5x0Hw==,game 3,17.16,,,,,,-24.87,,2022-10-01,2022-10-01,uk,false,16
2022-12-01,SwiAKdzn0b+A4XegM5x0Hw==,game 3,101.46,,,SwiAKdzn0b+A4XegM5x0Hw==,,84.30,,,2022-11-01,2022-11-01,uk,false,16
2022-07-01,Sx/MqN31Cxf6tOSLIiDtLg==,game 2,26.79,Sx/MqN31Cxf6tOSLIiDtLg==,26.79,Sx/MqN31Cxf6tOSLIiDtLg==,,,,,,2022-06-01,uk,true,19
2022-03-01,SyWxmJ+Ha8K2C9UJt8blVA==,game 3,55.62,SyWxmJ+Ha8K2C9UJt8blVA==,55.62,,,,,,,2022-02-01,ru,false,25
2022-04-01,SyWxmJ+Ha8K2C9UJt8blVA==,game 3,16.8,,,,16.8,,-38.82,,2022-03-01,2022-03-01,ru,false,25
2022-06-01,SyWxmJ+Ha8K2C9UJt8blVA==,game 3,63.45,,,,63.45,,,63.45,2022-04-01,2022-05-01,ru,false,25
2022-09-01,SyWxmJ+Ha8K2C9UJt8blVA==,game 3,53.01,,,,,,,53.01,2022-06-01,2022-08-01,ru,false,25
2022-10-01,SyWxmJ+Ha8K2C9UJt8blVA==,game 3,29.67,,,,,,-23.34,,2022-09-01,2022-09-01,ru,false,25
2022-11-01,SyWxmJ+Ha8K2C9UJt8blVA==,game 3,14.19,,,SyWxmJ+Ha8K2C9UJt8blVA==,,,-15.48,,2022-10-01,2022-10-01,ru,false,25
2022-10-01,TamEW7rhOwxDSDgAWZHDnQ==,game 3,12.0,TamEW7rhOwxDSDgAWZHDnQ==,12.0,,,,,,,2022-09-01,uk,false,23
2022-11-01,TamEW7rhOwxDSDgAWZHDnQ==,game 3,43.68,,,,,31.68,,,2022-10-01,2022-10-01,uk,false,23
2022-12-01,TamEW7rhOwxDSDgAWZHDnQ==,game 3,21.6,,,TamEW7rhOwxDSDgAWZHDnQ==,,,-22.08,,2022-11-01,2022-11-01,uk,false,23
2022-10-01,tBFTAZra3r5TkHhDubnYyg==,game 3,91.86,tBFTAZra3r5TkHhDubnYyg==,91.86,,,,,,,2022-09-01,uk,false,19
2022-11-01,tBFTAZra3r5TkHhDubnYyg==,game 3,39.99,,,,,,-51.87,,2022-10-01,2022-10-01,uk,false,19
2022-12-01,tBFTAZra3r5TkHhDubnYyg==,game 3,16.83,,,tBFTAZra3r5TkHhDubnYyg==,,,-23.16,,2022-11-01,2022-11-01,uk,false,19
2022-06-01,to3TWHIKMGoINAlfTdWn+w==,game 3,35.34,to3TWHIKMGoINAlfTdWn+w==,35.34,,,,,,,2022-05-01,uk,false,28
2022-07-01,to3TWHIKMGoINAlfTdWn+w==,game 3,15.87,,,,,,-19.47,,2022-06-01,2022-06-01,uk,false,28
2022-08-01,to3TWHIKMGoINAlfTdWn+w==,game 3,19.92,,,to3TWHIKMGoINAlfTdWn+w==,,4.05,,,2022-07-01,2022-07-01,uk,false,28
2022-12-01,TQKB6Cvy+PDZswNNa6Y8Yw==,game 1,13.14,TQKB6Cvy+PDZswNNa6Y8Yw==,13.14,TQKB6Cvy+PDZswNNa6Y8Yw==,,,,,,2022-11-01,uk,false,20
2022-03-01,T+RA0/fgzbUBLF89D4AEDA==,game 3,16.11,T+RA0/fgzbUBLF89D4AEDA==,16.11,,,,,,,2022-02-01,ru,false,23
2022-04-01,T+RA0/fgzbUBLF89D4AEDA==,game 3,45.48,,,,45.48,29.37,,,2022-03-01,2022-03-01,ru,false,23
2022-06-01,T+RA0/fgzbUBLF89D4AEDA==,game 3,31.44,,,,,,,31.44,2022-04-01,2022-05-01,ru,false,23
2022-07-01,T+RA0/fgzbUBLF89D4AEDA==,game 3,65.79,,,,65.79,34.35,,,2022-06-01,2022-06-01,ru,false,23
2022-09-01,T+RA0/fgzbUBLF89D4AEDA==,game 3,18.51,,,T+RA0/fgzbUBLF89D4AEDA==,,,,18.51,2022-07-01,2022-08-01,ru,false,23
2022-08-01,tUlbh1G7KYRxmBaQk4RPIw==,game 3,12.18,tUlbh1G7KYRxmBaQk4RPIw==,12.18,,,,,,,2022-07-01,uk,false,34
2022-09-01,tUlbh1G7KYRxmBaQk4RPIw==,game 3,35.43,,,tUlbh1G7KYRxmBaQk4RPIw==,,23.25,,,2022-08-01,2022-08-01,uk,false,34
2022-11-01,TVMqvnxKnEuD9k1v8+cI1g==,game 3,17.04,TVMqvnxKnEuD9k1v8+cI1g==,17.04,TVMqvnxKnEuD9k1v8+cI1g==,,,,,,2022-10-01,uk,false,28
2022-04-01,TWDA+aUZ8OPMHOtz5cPPXA==,game 3,62.58,TWDA+aUZ8OPMHOtz5cPPXA==,62.58,,,,,,,2022-03-01,ru,false,20
2022-05-01,TWDA+aUZ8OPMHOtz5cPPXA==,game 3,27.42,,,,,,-35.16,,2022-04-01,2022-04-01,ru,false,20
2022-06-01,TWDA+aUZ8OPMHOtz5cPPXA==,game 3,14.07,,,,14.07,,-13.35,,2022-05-01,2022-05-01,ru,false,20
2022-10-01,TWDA+aUZ8OPMHOtz5cPPXA==,game 3,13.92,,,,,,,13.92,2022-06-01,2022-09-01,ru,false,20
2022-11-01,TWDA+aUZ8OPMHOtz5cPPXA==,game 3,14.46,,,TWDA+aUZ8OPMHOtz5cPPXA==,,0.54,,,2022-10-01,2022-10-01,ru,false,20
2022-11-01,UdsILd3VPsla6C2r+wytbA==,game 3,58.17,UdsILd3VPsla6C2r+wytbA==,58.17,,,,,,,2022-10-01,uk,false,31
2022-12-01,UdsILd3VPsla6C2r+wytbA==,game 3,31.14,,,UdsILd3VPsla6C2r+wytbA==,,,-27.03,,2022-11-01,2022-11-01,uk,false,31
2022-03-01,Uen3Ap0lnrgWVWJtFCSo7g==,game 3,20.79,Uen3Ap0lnrgWVWJtFCSo7g==,20.79,,20.79,,,,,2022-02-01,ru,false,17
2022-05-01,Uen3Ap0lnrgWVWJtFCSo7g==,game 3,47.88,,,,,,,47.88,2022-03-01,2022-04-01,ru,false,17
2022-06-01,Uen3Ap0lnrgWVWJtFCSo7g==,game 3,55.23,,,,,7.35,,,2022-05-01,2022-05-01,ru,false,17
2022-07-01,Uen3Ap0lnrgWVWJtFCSo7g==,game 3,41.01,,,,41.01,,-14.22,,2022-06-01,2022-06-01,ru,false,17
2022-09-01,Uen3Ap0lnrgWVWJtFCSo7g==,game 3,20.19,,,,,,,20.19,2022-07-01,2022-08-01,ru,false,17
2022-10-01,Uen3Ap0lnrgWVWJtFCSo7g==,game 3,14.85,,,Uen3Ap0lnrgWVWJtFCSo7g==,,,-5.34,,2022-09-01,2022-09-01,ru,false,17
2022-08-01,UFVjte0RzYKTngAiVvjqPQ==,game 3,13.14,UFVjte0RzYKTngAiVvjqPQ==,13.14,,,,,,,2022-07-01,uk,false,17
2022-09-01,UFVjte0RzYKTngAiVvjqPQ==,game 3,19.41,,,,,6.27,,,2022-08-01,2022-08-01,uk,false,17
2022-10-01,UFVjte0RzYKTngAiVvjqPQ==,game 3,22.65,,,,,3.24,,,2022-09-01,2022-09-01,uk,false,17
2022-11-01,UFVjte0RzYKTngAiVvjqPQ==,game 3,27.42,,,,,4.77,,,2022-10-01,2022-10-01,uk,false,17
2022-12-01,UFVjte0RzYKTngAiVvjqPQ==,game 3,28.08,,,UFVjte0RzYKTngAiVvjqPQ==,,0.66,,,2022-11-01,2022-11-01,uk,false,17
2022-10-01,UIYPIs8zzm4uX6+FZvTqNw==,game 3,14.4,UIYPIs8zzm4uX6+FZvTqNw==,14.4,UIYPIs8zzm4uX6+FZvTqNw==,,,,,,2022-09-01,ru,false,19
2022-05-01,UNcp1RmIObUiGNqLDHjNVw==,game 3,28.35,UNcp1RmIObUiGNqLDHjNVw==,28.35,,28.35,,,,,2022-04-01,uk,false,16
2022-08-01,UNcp1RmIObUiGNqLDHjNVw==,game 3,38.19,,,,,,,38.19,2022-05-01,2022-07-01,uk,false,16
2022-09-01,UNcp1RmIObUiGNqLDHjNVw==,game 3,69.84,,,,,31.65,,,2022-08-01,2022-08-01,uk,false,16
2022-10-01,UNcp1RmIObUiGNqLDHjNVw==,game 3,38.1,,,,38.1,,-31.74,,2022-09-01,2022-09-01,uk,false,16
2022-12-01,UNcp1RmIObUiGNqLDHjNVw==,game 3,57.06,,,UNcp1RmIObUiGNqLDHjNVw==,,,,57.06,2022-10-01,2022-11-01,uk,false,16
2022-10-01,unoAVprNoepzjDQwQzWj6A==,game 3,36.75,unoAVprNoepzjDQwQzWj6A==,36.75,,36.75,,,,,2022-09-01,uk,false,15
2022-12-01,unoAVprNoepzjDQwQzWj6A==,game 3,55.59,,,unoAVprNoepzjDQwQzWj6A==,,,,55.59,2022-10-01,2022-11-01,uk,false,15
2022-11-01,URpBYMANMt6h5bDmQtNfwg==,game 3,50.82,URpBYMANMt6h5bDmQtNfwg==,50.82,,,,,,,2022-10-01,uk,false,17
2022-12-01,URpBYMANMt6h5bDmQtNfwg==,game 3,173.67,,,URpBYMANMt6h5bDmQtNfwg==,,122.85,,,2022-11-01,2022-11-01,uk,false,17
2022-05-01,urYfKANRgMuaQO9lQnBgnQ==,game 3,12.66,urYfKANRgMuaQO9lQnBgnQ==,12.66,,,,,,,2022-04-01,uk,false,31
2022-06-01,urYfKANRgMuaQO9lQnBgnQ==,game 3,13.26,,,,,0.60,,,2022-05-01,2022-05-01,uk,false,31
2022-07-01,urYfKANRgMuaQO9lQnBgnQ==,game 3,22.35,,,urYfKANRgMuaQO9lQnBgnQ==,,9.09,,,2022-06-01,2022-06-01,uk,false,31
2022-08-01,+uszcWROLhovU7doCmFOiQ==,game 2,22.65,+uszcWROLhovU7doCmFOiQ==,22.65,,22.65,,,,,2022-07-01,uk,false,18
2022-10-01,+uszcWROLhovU7doCmFOiQ==,game 2,36.57,,,+uszcWROLhovU7doCmFOiQ==,,,,36.57,2022-08-01,2022-09-01,uk,false,18
2022-10-01,UuQtA3rK0dpF7TttUoIAyg==,game 3,21.81,UuQtA3rK0dpF7TttUoIAyg==,21.81,,,,,,,2022-09-01,uk,false,19
2022-11-01,UuQtA3rK0dpF7TttUoIAyg==,game 3,59.16,,,UuQtA3rK0dpF7TttUoIAyg==,,37.35,,,2022-10-01,2022-10-01,uk,false,19
2022-10-01,ux4Q9iTbOyaU1c/0SKvF7w==,game 3,12.03,ux4Q9iTbOyaU1c/0SKvF7w==,12.03,,,,,,,2022-09-01,uk,false,26
2022-11-01,ux4Q9iTbOyaU1c/0SKvF7w==,game 3,96.42,,,,,84.39,,,2022-10-01,2022-10-01,uk,false,26
2022-12-01,ux4Q9iTbOyaU1c/0SKvF7w==,game 3,28.98,,,ux4Q9iTbOyaU1c/0SKvF7w==,,,-67.44,,2022-11-01,2022-11-01,uk,false,26
2022-12-01,UYHkNfMIVuVaH82KijZH3Q==,game 3,57.06,UYHkNfMIVuVaH82KijZH3Q==,57.06,UYHkNfMIVuVaH82KijZH3Q==,,,,,,2022-11-01,uk,false,19
2022-09-01,V1hFT6jms7MK4yi6EFdt6A==,game 3,32.10,V1hFT6jms7MK4yi6EFdt6A==,32.10,,,,,,,2022-08-01,uk,true,18
2022-10-01,V1hFT6jms7MK4yi6EFdt6A==,game 3,33.09,,,,,0.99,,,2022-09-01,2022-09-01,uk,true,18
2022-11-01,V1hFT6jms7MK4yi6EFdt6A==,game 3,29.70,,,,,,-3.39,,2022-10-01,2022-10-01,uk,true,18
2022-12-01,V1hFT6jms7MK4yi6EFdt6A==,game 3,18.9,,,V1hFT6jms7MK4yi6EFdt6A==,,,-10.80,,2022-11-01,2022-11-01,uk,true,18
2022-03-01,V7J42heW8l19wiBJ8UpRyw==,game 3,49.80,V7J42heW8l19wiBJ8UpRyw==,49.80,,,,,,,2022-02-01,ru,false,25
2022-04-01,V7J42heW8l19wiBJ8UpRyw==,game 3,36.84,,,,,,-12.96,,2022-03-01,2022-03-01,ru,false,25
2022-05-01,V7J42heW8l19wiBJ8UpRyw==,game 3,42.72,,,,,5.88,,,2022-04-01,2022-04-01,ru,false,25
2022-06-01,V7J42heW8l19wiBJ8UpRyw==,game 3,31.95,,,,,,-10.77,,2022-05-01,2022-05-01,ru,false,25
2022-07-01,V7J42heW8l19wiBJ8UpRyw==,game 3,67.56,,,,,35.61,,,2022-06-01,2022-06-01,ru,false,25
2022-08-01,V7J42heW8l19wiBJ8UpRyw==,game 3,73.41,,,,,5.85,,,2022-07-01,2022-07-01,ru,false,25
2022-09-01,V7J42heW8l19wiBJ8UpRyw==,game 3,54.24,,,,,,-19.17,,2022-08-01,2022-08-01,ru,false,25
2022-10-01,V7J42heW8l19wiBJ8UpRyw==,game 3,56.64,,,,,2.40,,,2022-09-01,2022-09-01,ru,false,25
2022-11-01,V7J42heW8l19wiBJ8UpRyw==,game 3,22.29,,,,,,-34.35,,2022-10-01,2022-10-01,ru,false,25
2022-12-01,V7J42heW8l19wiBJ8UpRyw==,game 3,110.01,,,V7J42heW8l19wiBJ8UpRyw==,,87.72,,,2022-11-01,2022-11-01,ru,false,25
2022-06-01,v9uJC6CIm0KR00+LpWQUBg==,game 3,30.87,v9uJC6CIm0KR00+LpWQUBg==,30.87,,,,,,,2022-05-01,uk,false,18
2022-07-01,v9uJC6CIm0KR00+LpWQUBg==,game 3,94.50,,,,94.50,63.63,,,2022-06-01,2022-06-01,uk,false,18
2022-09-01,v9uJC6CIm0KR00+LpWQUBg==,game 3,18.21,,,,,,,18.21,2022-07-01,2022-08-01,uk,false,18
2022-10-01,v9uJC6CIm0KR00+LpWQUBg==,game 3,34.62,,,,,16.41,,,2022-09-01,2022-09-01,uk,false,18
2022-11-01,v9uJC6CIm0KR00+LpWQUBg==,game 3,72.27,,,,,37.65,,,2022-10-01,2022-10-01,uk,false,18
2022-12-01,v9uJC6CIm0KR00+LpWQUBg==,game 3,87.24,,,v9uJC6CIm0KR00+LpWQUBg==,,14.97,,,2022-11-01,2022-11-01,uk,false,18
2022-08-01,va4krMfpHwzELV/AUI7WHQ==,game 3,21.12,va4krMfpHwzELV/AUI7WHQ==,21.12,,,,,,,2022-07-01,uk,false,20
2022-09-01,va4krMfpHwzELV/AUI7WHQ==,game 3,44.25,,,,,23.13,,,2022-08-01,2022-08-01,uk,false,20
2022-10-01,va4krMfpHwzELV/AUI7WHQ==,game 3,58.20,,,,58.20,13.95,,,2022-09-01,2022-09-01,uk,false,20
2022-12-01,va4krMfpHwzELV/AUI7WHQ==,game 3,21.87,,,va4krMfpHwzELV/AUI7WHQ==,,,,21.87,2022-10-01,2022-11-01,uk,false,20
2022-08-01,VAduzk1Og0uicXfMLD3VbQ==,game 3,42.72,VAduzk1Og0uicXfMLD3VbQ==,42.72,,,,,,,2022-07-01,uk,false,25
2022-09-01,VAduzk1Og0uicXfMLD3VbQ==,game 3,122.01,,,,,79.29,,,2022-08-01,2022-08-01,uk,false,25
2022-10-01,VAduzk1Og0uicXfMLD3VbQ==,game 3,80.04,,,,80.04,,-41.97,,2022-09-01,2022-09-01,uk,false,25
2022-12-01,VAduzk1Og0uicXfMLD3VbQ==,game 3,21.3,,,VAduzk1Og0uicXfMLD3VbQ==,,,,21.3,2022-10-01,2022-11-01,uk,false,25
2022-03-01,Veep00i4vvZbTAVD6GMoiA==,game 3,12.72,Veep00i4vvZbTAVD6GMoiA==,12.72,,,,,,,2022-02-01,uk,false,38
2022-04-01,Veep00i4vvZbTAVD6GMoiA==,game 3,48.33,,,,48.33,35.61,,,2022-03-01,2022-03-01,uk,false,38
2022-06-01,Veep00i4vvZbTAVD6GMoiA==,game 3,36.78,,,,,,,36.78,2022-04-01,2022-05-01,uk,false,38
2022-07-01,Veep00i4vvZbTAVD6GMoiA==,game 3,31.26,,,,,,-5.52,,2022-06-01,2022-06-01,uk,false,38
2022-08-01,Veep00i4vvZbTAVD6GMoiA==,game 3,69.36,,,,,38.10,,,2022-07-01,2022-07-01,uk,false,38
2022-09-01,Veep00i4vvZbTAVD6GMoiA==,game 3,49.53,,,,,,-19.83,,2022-08-01,2022-08-01,uk,false,38
2022-10-01,Veep00i4vvZbTAVD6GMoiA==,game 3,126.84,,,,,77.31,,,2022-09-01,2022-09-01,uk,false,38
2022-11-01,Veep00i4vvZbTAVD6GMoiA==,game 3,14.85,,,Veep00i4vvZbTAVD6GMoiA==,,,-111.99,,2022-10-01,2022-10-01,uk,false,38
2022-08-01,VGEh7S+cxW9PT7H8KNgEGQ==,game 3,324.15,VGEh7S+cxW9PT7H8KNgEGQ==,324.15,,,,,,,2022-07-01,uk,false,24
2022-09-01,VGEh7S+cxW9PT7H8KNgEGQ==,game 3,220.08,,,,,,-104.07,,2022-08-01,2022-08-01,uk,false,24
2022-10-01,VGEh7S+cxW9PT7H8KNgEGQ==,game 3,158.67,,,,,,-61.41,,2022-09-01,2022-09-01,uk,false,24
2022-11-01,VGEh7S+cxW9PT7H8KNgEGQ==,game 3,161.10,,,,,2.43,,,2022-10-01,2022-10-01,uk,false,24
2022-12-01,VGEh7S+cxW9PT7H8KNgEGQ==,game 3,84.75,,,VGEh7S+cxW9PT7H8KNgEGQ==,,,-76.35,,2022-11-01,2022-11-01,uk,false,24
2022-07-01,Vn7Z6/B2x4f/w8R6xVfw5w==,game 3,21.81,Vn7Z6/B2x4f/w8R6xVfw5w==,21.81,,,,,,,2022-06-01,uk,false,18
2022-08-01,Vn7Z6/B2x4f/w8R6xVfw5w==,game 3,73.20,,,,,51.39,,,2022-07-01,2022-07-01,uk,false,18
2022-09-01,Vn7Z6/B2x4f/w8R6xVfw5w==,game 3,72.54,,,,,,-0.66,,2022-08-01,2022-08-01,uk,false,18
2022-10-01,Vn7Z6/B2x4f/w8R6xVfw5w==,game 3,67.08,,,,67.08,,-5.46,,2022-09-01,2022-09-01,uk,false,18
2022-12-01,Vn7Z6/B2x4f/w8R6xVfw5w==,game 3,39.39,,,Vn7Z6/B2x4f/w8R6xVfw5w==,,,,39.39,2022-10-01,2022-11-01,uk,false,18
2022-11-01,VsqfOK9/JhBXzScG5Ybudg==,game 3,15.66,VsqfOK9/JhBXzScG5Ybudg==,15.66,VsqfOK9/JhBXzScG5Ybudg==,,,,,,2022-10-01,uk,false,35
2022-09-01,VTaIkhD9hJKcnvA6Kw5p9g==,game 3,28.32,VTaIkhD9hJKcnvA6Kw5p9g==,28.32,,,,,,,2022-08-01,ru,false,25
2022-10-01,VTaIkhD9hJKcnvA6Kw5p9g==,game 3,40.74,,,,,12.42,,,2022-09-01,2022-09-01,ru,false,25
2022-11-01,VTaIkhD9hJKcnvA6Kw5p9g==,game 3,161.94,,,,,121.20,,,2022-10-01,2022-10-01,ru,false,25
2022-12-01,VTaIkhD9hJKcnvA6Kw5p9g==,game 3,76.80,,,VTaIkhD9hJKcnvA6Kw5p9g==,,,-85.14,,2022-11-01,2022-11-01,ru,false,25
2022-10-01,Vtl1tAkN8ajIRaOwKulKyQ==,game 3,42.0,Vtl1tAkN8ajIRaOwKulKyQ==,42.0,,,,,,,2022-09-01,uk,false,25
2022-11-01,Vtl1tAkN8ajIRaOwKulKyQ==,game 3,21.9,,,,,,-20.1,,2022-10-01,2022-10-01,uk,false,25
2022-12-01,Vtl1tAkN8ajIRaOwKulKyQ==,game 3,56.58,,,Vtl1tAkN8ajIRaOwKulKyQ==,,34.68,,,2022-11-01,2022-11-01,uk,false,25
